,CRAN,Package,Readme,bioconductor,dependencies,dependency,development,development version,devtools,git_clone,github,install_github,install_packages,install_packages_github,installation,nb_chars,nb_lines,omegahat,r-forge,release,released version,replicat,replication,rforge,stable,stable version,to install
659,False,NotDiff,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""petermeissner/diffr"")']",[],[],True,1782,72,False,False,False,False,False,False,False,False,False,False
660,False,NotDiff,README.html,False,False,False,False,False,True,[],True,['install_github(&quot;petermeissner/diffr&quot;)'],[],[],True,443432,185,False,False,False,False,False,False,False,True,False,False
661,False,NotDiff,README.md,False,False,False,False,False,True,[],True,"['install_github(""petermeissner/diffr"")']",[],[],True,6450,160,False,False,False,False,False,False,False,False,False,False
662,True,gfcanalysis,README.md,False,False,False,True,True,True,[],True,"[""install_github('azvoleff/gfcanalysis')""]","[""install.packages('gfcanalysis')""]",[],True,2206,64,False,False,True,False,False,False,False,False,False,True
663,False,idendro,README,False,False,False,False,False,False,[],True,[],[],[],True,312,9,False,False,False,False,False,False,False,False,False,False
664,False,aRbor,README.md,False,False,False,False,False,False,[],False,[],[],[],False,203,6,False,False,False,False,False,False,False,False,False,False
665,False,TabularManifest,README.md,False,False,False,True,True,True,[],False,[],"['install.packages(""devtools"")']",[],False,2144,28,False,False,False,False,False,False,False,False,False,False
666,True,stataR,README.md,False,False,False,False,False,True,[],True,"['install_github(""matthieugomez/statar"")']","['install.packages(""statar"")']",[],False,903,22,False,False,True,True,False,False,False,False,False,False
667,False,Rprofile,README.md,False,False,False,False,False,False,[],False,[],[],[],False,57,4,False,False,False,False,False,False,False,False,False,False
668,False,listRed,README.md,False,False,False,False,False,True,[],True,"['install_github(""balcomes/listRed"")']","['install.packages(""devtools"")']",[],True,596,29,False,False,False,False,False,False,False,False,False,False
669,True,nat.nblast,README.md,False,False,True,True,True,True,[],True,"['install_github(c(""jefferis/nat"", ""jefferislab/nat.nblast""))', 'install_github(""jefferis/nat"")', 'install_github(""nat.nblast"", ""jefferislab"")']","['install.packages(""devtools"")', 'install.packages(""devtools"")']",[],True,2425,69,False,False,True,False,False,False,False,False,False,True
670,False,geiger,README.md,False,False,False,True,False,False,[],False,[],[],[],False,194,5,False,False,False,False,False,False,False,False,False,False
671,False,nectr,README,False,False,False,False,False,False,[],False,[],[],[],False,2346,9,False,False,False,False,False,False,False,False,False,False
672,True,tpl,README.md,False,False,False,False,False,True,[],True,"['install_github(""gustavobio/tpldata"")', 'install_github(""gustavobio/tpl"")']","['install.packages(""devtools"")', 'install.packages(""shiny"")']",[],True,3979,96,False,False,False,False,False,False,False,False,False,False
673,False,tosr,README.md,False,False,False,False,False,True,[],True,"['install_github(""alexharkess/tosr"")']",[],[],True,3620,86,False,False,False,False,False,False,False,False,False,False
674,False,overlap,README,False,False,False,False,False,False,[],False,[],[],[],False,483,4,False,False,False,False,False,False,False,False,False,False
675,False,shapeInteractive,README.md,False,False,False,False,False,True,[],True,"['install_github(""brry/shapeInteractive"")']","['install.packages(""devtools"")']",[],False,394,13,False,False,False,False,False,False,False,False,False,True
676,False,ping,README.Rmd,False,False,False,False,False,False,[],False,[],[],[],False,1393,52,False,False,False,False,False,False,False,False,False,False
677,False,ping,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1329,65,False,False,False,False,False,False,False,False,False,False
678,True,rotl,README.rmd,False,False,False,True,False,True,[],True,"['install_github(""fmichonneau/rncl"")`)', 'install_github(""fmichonneau/rotl"")']","['install.packages(""rncl"")']",[],True,2476,84,False,False,False,False,False,False,False,False,False,True
679,True,rotl,README.md,False,False,False,True,False,True,[],True,"['install_github(""fmichonneau/rncl"")`)', 'install_github(""fmichonneau/rotl"")']","['install.packages(""rncl"")']",[],True,3811,130,False,False,False,False,False,False,False,False,False,True
680,False,AERrMOD,README.md,False,False,False,False,False,False,[],False,[],[],[],False,531,11,False,False,False,False,False,False,False,False,False,False
681,False,RWDataPlot,README,False,False,False,False,False,False,[],False,[],[],[],False,215,4,False,False,False,False,False,False,False,False,False,False
682,False,tidyjson,README.md,False,False,False,False,False,True,[],True,"['install_github(""sailthru/tidyjson"")']",[],[],False,11974,302,False,False,False,False,False,False,False,False,False,False
683,True,RevEcoR,README.md,True,True,False,False,False,True,[],True,"['install_github(""yiluheihei/RevEcoR"")']","['install.packages(""knitr"")', 'install.packages(""devtools"")']",[],True,1619,44,False,False,True,False,False,False,False,False,False,False
684,False,rwp,README.md,False,False,False,False,False,True,[],True,"['install_github(""rpetchler/rwp"")']",[],[],False,181,11,False,False,False,False,False,False,False,False,False,True
685,True,rjstat,README.md,False,False,False,True,True,True,[],True,"['install_github(""ajschumacher/rjstat"")']","[""install.packages('rjstat')""]",[],True,1870,66,False,False,False,False,False,False,False,False,False,False
686,False,ggdendro,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1681,57,False,False,False,False,False,False,False,False,False,False
687,False,tsrchitect,README.md,False,False,False,False,False,False,[],False,[],[],[],False,0,0,False,False,False,False,False,False,False,False,False,False
688,False,tsrchitect,README,False,False,False,True,False,False,[],True,[],[],[],True,6177,108,False,False,False,False,False,False,False,True,False,False
689,False,nwfscNLTS,README.md,False,False,False,False,False,True,[],True,"['install_github(""James-Thorson/NLTS"")']","['install.packages(""devtools"")']",[],False,289,19,False,False,False,False,False,False,False,False,False,False
690,False,NLTS,README.md,False,False,False,False,False,True,[],True,"['install_github(""James-Thorson/NLTS"")']","['install.packages(""devtools"")']",[],False,289,19,False,False,False,False,False,False,False,False,False,False
691,False,mapvisuals,README.md,False,False,False,False,False,False,[],False,[],[],[],False,65,4,False,False,False,False,False,False,False,False,False,False
692,True,aroma.seq,README.md,False,False,False,False,False,False,[],False,[],[],[],False,332,9,False,False,False,False,False,False,False,False,False,False
693,False,GraphTweets,README.md,False,False,False,False,False,False,[],False,[],[],[],False,327,13,False,False,False,False,False,False,False,False,False,False
694,True,RRT,README.md,False,False,False,False,False,True,[],True,"['install_github(""RevolutionAnalytics/checkpoint"")']","['install.packages(""checkpoint"")', 'install.packages(""devtools"")']",[],True,5824,152,False,False,True,False,False,False,False,False,False,True
695,False,SpecClustPack,README.md,False,False,False,False,False,True,[],True,"['install_github(""norbertbin/SpecClustPack"")']",[],[],True,2461,108,False,False,False,False,False,False,False,False,False,False
696,False,wiggleplotr,README.md,False,False,False,False,False,False,[],True,[],[],[],True,2378,22,False,False,False,False,False,False,False,False,False,False
697,True,derfinderData,README.md,False,False,False,False,False,True,[],True,"[""install_github('leekgroup/derfinderData')"", ""install_github('leekgroup/derfinderData', build_vignettes = TRUE)""]","[""install.packages('devtools')""]",[],True,1018,36,False,False,False,False,False,False,False,False,False,False
698,False,distrom,README.md,False,False,False,False,False,False,[],False,[],[],[],False,614,13,False,False,False,False,False,False,False,False,False,False
699,False,biostat2,README.md,False,False,False,False,False,False,[],False,[],[],[],False,70,1,False,False,False,False,False,False,False,False,False,False
700,True,fitr,README.md,False,False,False,False,False,True,[],True,"['install_github(""dcangst/fitr"")', 'install_github(""dcangst/fitr"", ref=""v0.4"")']",[],[],False,651,24,False,False,False,False,False,False,False,True,False,True
701,True,UNF,README.md,False,False,False,False,False,False,[],True,[],[],[],False,7269,172,False,False,False,False,False,False,False,False,False,False
702,True,repositr,README.md,False,True,False,False,False,True,[],True,"['install_github(""Rappster/conditionr"")', 'install_github(""Rappster/reposr"")']",[],[],True,5572,272,False,False,False,False,False,False,False,False,False,False
703,False,simReg,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""lebebr01/simReg"")']",[],[],True,1796,50,False,False,False,False,False,False,False,False,False,False
704,False,simReg,README.md,False,False,False,False,False,True,[],True,"['install_github(""lebebr01/simReg"")']",[],[],True,1792,52,False,False,False,False,False,False,False,False,False,False
705,False,SPSStoR,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""SPSStoR"", username = ""lebebr01"")']",[],[],False,2621,107,False,False,False,False,False,False,False,False,False,False
706,False,SPSStoR,README.md,False,False,False,False,False,True,[],True,"['install_github(""SPSStoR"", username = ""lebebr01"")']",[],[],False,6881,241,False,False,False,False,False,False,False,False,False,False
707,False,disentangle,README.md,False,False,False,False,False,True,[],True,"['install_github(""disentangle"", ""ivanhanigan"")']","['install.packages(""devtools"")']",[],False,188,10,False,False,False,False,False,False,False,False,False,False
708,False,profile,README.md,False,False,False,False,False,False,[],False,[],[],[],False,597,20,False,False,False,False,False,False,False,False,False,False
709,False,tcgatools,README.md,False,False,False,False,False,True,[],True,"['install_github(""aaronwolen/tcgatools"")']","['install.packages(""devtools"")']",[],True,1616,39,False,False,False,False,False,False,False,False,False,False
710,False,Rfun,README.md,False,False,False,False,False,True,[],True,"[""install_github('brooksandrew/Rsenal')""]","[""install.packages('devtools')""]",[],False,1112,30,False,False,False,False,False,False,False,False,False,False
711,False,WiLMA,README.md,False,False,False,False,False,False,[],False,[],[],[],False,2562,54,False,False,False,False,False,False,False,False,False,False
712,True,zooprocessr,README.md,False,False,False,True,False,True,[],True,"['install_github(""zooprocessr"", ""jiho"")']","['install.packages(""devtools"")']",[],True,647,21,False,False,False,False,False,False,False,False,False,True
713,True,libr,README.md,False,False,False,True,False,True,[],True,"['install_github(""Rappster/conditionr"")', 'install_github(""Rappster/repositr"")', 'install_github(""Rappster/libr"")']",[],[],True,4829,242,False,False,False,False,False,False,False,False,False,False
714,False,pingr,README.Rmd,False,False,False,False,False,False,[],False,[],[],[],False,1393,52,False,False,False,False,False,False,False,False,False,False
715,False,pingr,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1329,65,False,False,False,False,False,False,False,False,False,False
716,False,grImport2,README.md,False,False,False,False,False,False,[],False,[],[],[],False,133,5,False,False,False,False,False,False,False,False,False,False
717,False,ForIA,README.md,False,False,False,False,False,False,[],False,[],[],[],False,147,6,False,False,False,False,False,False,False,False,False,False
718,True,GSqwsr,README.md,False,True,False,False,False,False,[],True,[],[],[],True,1021,20,False,False,False,False,False,False,False,False,False,False
719,False,indicoio,README.md,False,False,False,False,False,True,[],True,"['install_github(""IndicoDataSolutions/IndicoIo-R"")']",[],[],False,2627,104,False,False,False,False,False,False,False,False,False,False
720,False,RTop500,README.md,False,False,False,False,False,True,[],True,"['install_github(""wrathematics/RTop500"")']",[],[],True,581,25,False,False,True,False,False,False,False,False,False,True
721,False,geothermal,README.md,False,False,False,False,False,False,[],True,[],[],[],False,1105,25,False,False,False,False,False,False,False,False,False,False
722,False,geothermaR,README.md,False,False,False,False,False,False,[],True,[],[],[],False,1105,25,False,False,False,False,False,False,False,False,False,False
723,True,crandalf,README.md,False,True,True,False,False,True,[],True,"[""install_github('yihui/highr')""]",[],[],True,7527,144,False,False,False,False,False,False,False,False,False,True
724,False,TurtleGraphics,README.md,False,False,False,False,False,False,[],True,[],[],[],False,673,21,False,False,False,False,False,False,False,False,False,False
725,True,pbdDMAT,README.md,False,False,False,False,False,True,[],True,"['install_github(""wrathematics/pbdDMAT"")']","['install.packages(""pbdDMAT"")']",[],True,928,54,False,False,False,False,False,False,False,False,False,False
726,False,otu2ot,README.md,False,False,False,False,False,False,[],False,[],[],[],False,787,22,False,False,False,False,False,False,False,False,False,False
727,True,biobroom,README.md,True,False,False,False,False,True,[],True,"['install_github(""dgrtwo/broom"")', 'install_github(""dgrtwo/biobroom"")']",[],[],True,1894,39,False,False,True,False,False,False,False,False,False,False
728,True,txtXploR,README.md,False,False,False,False,False,False,[],False,[],[],[],False,428,20,False,False,False,False,False,False,False,False,False,False
729,False,myR,README.md,False,False,False,False,False,False,[],False,[],[],[],False,20,4,False,False,False,False,False,False,False,False,False,False
730,False,reldna,README.md,True,True,False,True,False,False,[],True,[],[],[],True,4180,38,False,False,False,False,False,False,False,False,False,False
731,False,lasR,README.md,False,False,False,False,False,True,[],True,"['install_github(""hansoleorka/lasR"")']","['install.packages(""devtools"")']",[],False,109,10,False,False,False,False,False,False,False,False,False,False
732,False,skogR,README.md,False,False,False,False,False,True,[],True,"['install_github(""hansoleorka/skogR"")']",[],[],False,147,10,False,False,False,False,False,False,False,False,False,False
733,True,spdynmod,README.md,False,False,False,True,True,True,[],True,"[""install_github('spdynmod',username='javimarlop')""]","[""install.packages('spdynmod')""]",[],False,3430,66,False,False,False,False,False,False,False,True,True,True
734,False,nettools,README.md,False,False,False,True,True,True,[],True,"['install_github(""nettools"",""MPBA"")']",[],[],True,725,42,False,False,False,False,False,False,False,False,False,False
735,True,R.utils,README.md,False,False,False,False,False,False,[],False,[],[],[],False,335,10,False,False,True,False,False,False,False,True,False,False
736,False,fitsir,README.md,False,False,False,True,False,True,[],True,"['install_github(""bbolker/fitsir"")']","['install.packages(""devtools"")']",[],False,499,15,False,False,False,False,False,False,False,False,False,True
737,False,capr,README.md,False,False,False,True,True,True,[],True,"['install_github(""icj/capr"")']",[],[],False,452,18,False,False,False,False,False,False,False,False,False,False
738,True,ffbase2,README.Rmd,False,False,True,False,False,True,[],True,"['install_github(""edwindj/ffbase2"")']","['install.packages(""devtools"")']",[],False,1683,81,False,False,False,False,False,False,False,False,False,True
739,True,ffbase2,README.md,False,False,True,False,False,True,[],True,"['install_github(""edwindj/ffbase2"")']","['install.packages(""devtools"")']",[],False,3105,138,False,False,False,False,False,False,False,False,False,True
740,True,aiddata,README.MD,False,True,False,True,False,True,[],True,"['install_github(""felixhaass/aiddata"", dependencies = TRUE)']","['install.packages(""devtools"")']",[],True,4979,137,False,False,False,False,False,False,False,False,False,False
741,False,fit4NM,README.md,False,False,False,False,False,False,[],False,[],[],[],False,367,5,False,False,False,False,False,False,False,False,False,False
742,False,nwfscDeltaGLM,README.md,False,False,False,True,False,True,[],True,"['install_github(""nwfsc-assess/nwfscDeltaGLM"", ref=""1.0.0"")']","['install.packages(""devtools"")']",[],True,2734,44,False,False,True,False,False,False,False,False,False,False
743,True,R.matlab,README.md,False,False,False,False,False,False,[],False,[],[],[],False,340,10,False,False,True,False,False,False,False,True,False,False
744,True,MoreTreeTools,README.md,False,False,False,True,False,True,[],True,[],[],[],True,445,15,False,False,False,False,False,False,False,False,False,True
745,False,TIR,README.md,False,False,False,False,False,False,[],True,[],[],[],False,1150,28,False,False,False,False,False,False,False,False,False,False
746,False,prideRcompare,README.md,False,False,False,False,False,True,[],True,"['install_github(username=""Bioanalytics"", repo=""prideRcompare"")']","['install.packages(""devtools"")']",[],True,2575,71,False,False,False,False,False,False,False,False,False,True
747,False,disposable,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/disposables"")']",[],[],True,2639,111,False,False,False,False,False,False,False,False,False,False
748,False,disposable,README.md,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/disposables"")']",[],[],True,2693,147,False,False,False,False,False,False,False,False,False,False
749,False,extPrompt,README.md,False,False,False,False,False,True,[],True,"[""install_github('musically-ut/extPrompt')""]",[],[],False,1596,50,False,False,False,False,False,False,False,False,False,False
750,False,s4vdpca2,README.md,True,False,False,False,False,True,[],True,"[""install_github('mwsill/s4vdpca')""]","[""install.packages('devtools')""]",[],False,10700,315,False,False,False,False,False,False,False,False,False,False
751,False,prettyunits,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/prettyunits"")']",[],[],True,2825,104,False,False,False,False,False,False,False,False,False,False
752,False,prettyunits,README.md,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/prettyunits"")']",[],[],True,4461,241,False,False,False,False,False,False,False,False,False,False
753,False,spark,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/spark"")']",[],[],True,1178,56,False,False,False,False,False,False,False,False,False,False
754,False,spark,README.md,False,False,False,False,False,True,[],True,"['install_github(""gaborcsardi/spark"")']",[],[],True,2363,71,False,False,False,False,False,False,False,False,False,False
755,False,gazetools,README.md,False,False,False,True,True,True,[],True,"['install_github(""ryanhope/gazetools"")']",[],[],False,316,9,False,False,False,False,False,False,False,False,False,True
756,False,ChIPsim,README.md,True,True,False,True,False,False,[],False,[],[],[],True,879,19,False,False,True,False,False,False,False,False,False,True
757,False,MIMOSA,README.html,False,True,False,False,False,True,[],True,"['install_github(&quot;MIMOSA&quot;,&quot;RGLab&quot;,branch=&quot;master&quot;)']",[],[],True,18585,259,False,False,False,False,False,False,False,False,False,False
758,False,MIMOSA,README.md,False,True,False,False,False,True,[],True,"['install_github(""MIMOSA"",""RGLab"",branch=""master"")']","['install.packages(""devtools"")']",[],True,4865,60,False,False,False,False,False,False,False,False,False,False
759,False,massiR,README.md,True,False,False,False,False,False,[],False,[],[],[],False,1801,21,False,False,True,False,False,False,False,False,False,False
760,False,SemDist,README.md,True,False,False,False,False,False,[],False,[],[],[],False,708,18,False,False,False,False,False,False,False,False,False,False
761,False,pepStat,README.md,False,False,False,False,False,False,[],False,[],[],[],False,203,9,False,False,False,False,False,False,False,False,False,False
762,False,Rcpi,README,True,True,False,False,False,False,[],True,[],[],[],True,3460,71,False,False,True,False,False,False,False,False,False,True
763,True,GEOmetadb,README.md,True,False,False,False,False,False,[],False,[],[],[],True,12810,298,False,False,False,False,False,False,False,False,False,False
764,True,pint,README.md,True,True,True,True,True,False,[],False,[],[],[],False,1901,41,False,False,True,False,False,False,False,True,False,False
765,False,DupChecker,README.md,True,False,False,False,False,True,[],True,"['install_github(""shengqh/DupChecker"")']","['install.packages(""devtools"")']",[],True,4705,110,False,False,False,False,False,False,False,False,False,False
766,False,RPA,README.md,True,False,False,True,True,False,[],True,[],[],[],True,1887,41,False,False,True,False,False,False,False,False,False,False
767,False,clonotypeR,README,True,False,False,False,False,False,[],True,[],[],[],False,2495,56,False,False,False,False,False,False,False,False,False,False
768,True,seer,README.md,False,False,False,True,False,True,[],True,"['install_github(""metacran/seer"")']",[],[],True,11906,237,False,True,False,False,True,True,False,False,False,False
769,False,big.char,README.md,False,False,False,True,False,True,['git clone https://github.com/jayemerson/big.char.git\n'],True,"[""install_github('big.char', 'jayemerson')""]",[],[],False,2399,76,False,False,False,False,False,False,False,False,False,False
770,False,fitclock,README.md,False,False,False,False,False,True,[],True,"['install_github(""fitclock"", ""LabNeuroCogDevel"", args=""--byte-compile"")']","['install.packages(""devtools"")']",[],True,7340,184,False,False,False,False,False,False,False,False,False,True
771,False,helpRs,README.md,False,False,False,False,False,True,[],True,"[""install_github('helpRs','arturosaco')""]",[],[],False,301,8,False,False,False,False,False,False,False,False,False,False
772,False,tsbugs,README.md,False,False,False,False,False,False,[],False,[],[],[],False,386,12,False,False,False,False,False,False,False,False,False,False
773,True,appliedr,README.md,False,False,False,False,False,True,[],True,"['install_github(""matthieugomez/statar"")']","['install.packages(""statar"")']",[],False,903,22,False,False,True,True,False,False,False,False,False,False
774,True,tmlecte,README.md,False,False,False,False,False,True,[],True,"['install_github(""lendle/tmlecte"")']","['install.packages(""devtools"")']",[],True,1517,29,False,False,False,False,False,False,False,False,False,False
775,True,Claddis,README.md,False,False,False,True,False,True,[],True,"['install_github(""graemetlloyd/Claddis"")']","['install.packages(""devtools"")']",[],False,1702,37,False,False,False,False,False,False,False,False,False,False
776,False,photonMonkey,README.md,False,False,False,False,False,True,[],True,"[""install_github('photonMonkey','tjconstant')""]",[],[],False,368,16,False,False,False,False,False,False,False,False,False,True
777,False,rowcolmacros,README.md,False,False,False,False,False,False,[],False,[],[],[],False,226,7,False,False,False,False,False,False,False,False,False,False
778,False,GPA,README.md,False,False,False,True,True,True,[],True,"['install_github(""dongjunchung/GPA"")']","['install.packages(""devtools"")']",[],False,1979,41,False,False,False,False,False,False,False,True,True,True
779,False,rBloodstock,README.md,False,False,False,False,False,True,[],True,"['install_github(repo = ""durtal/rBloodstock"")']",[],[],True,1679,26,False,False,False,False,False,False,False,False,False,False
780,False,focalCall,README.md,True,False,False,False,False,False,[],False,[],[],[],True,3244,59,False,False,True,False,False,False,False,False,False,False
781,False,styleR,README.md,False,False,False,False,False,False,[],True,[],[],[],True,6965,166,False,False,False,False,False,False,False,False,False,False
782,False,photobiology,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1325,11,False,False,False,False,False,False,False,False,False,False
783,False,photobiology,README,False,False,False,False,False,False,[],False,[],[],[],False,1355,9,False,False,False,False,False,False,False,False,False,False
784,True,fdth,README.md,False,False,False,True,False,False,"['git clone  git://github.com/jcfaria/fdth.git\n', 'git clone https://jcfaria@github.com/jcfaria/fdth.git\n']",True,[],[],[],False,624,23,False,False,True,True,False,False,False,True,True,False
785,False,SHINYstanDraft,README.md,False,False,False,False,False,False,[],True,[],[],[],False,265,2,False,False,False,False,False,False,False,False,False,False
786,False,toCensus,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""Psepho/toCensus"")']",[],[],True,297,12,False,False,False,False,False,False,False,False,False,False
787,False,RKHSENS,README.md,False,False,False,False,False,False,[],False,[],[],[],False,57,4,False,False,False,False,False,False,False,False,False,False
788,False,logr,README.md,False,False,False,True,True,True,[],True,"[""install_github('cubranic/logr')""]",[],[],False,2416,66,False,False,False,False,False,False,False,False,False,True
789,True,rfisheries,README.md,False,False,False,True,True,True,[],True,"[""install_github('ropensci/rfisheries')""]","['install.packages(""rfisheries"")', ""install.packages('devtools')""]",[],False,4553,158,False,False,False,False,False,False,False,False,False,True
790,True,mefa,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1228,18,False,True,False,False,False,False,False,True,True,False
791,True,mefa4,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1215,30,False,True,False,False,False,False,False,True,True,False
792,False,dukeR,README.md,False,False,False,False,False,False,[],False,[],[],[],False,80,4,False,False,False,False,False,False,False,False,False,False
793,False,iNZightOnline,README,False,False,False,False,False,False,[],False,[],[],[],False,1152,35,False,False,False,False,False,False,False,False,False,False
794,False,linkChromatin,README.md,False,False,False,False,False,False,[],False,[],[],[],False,86,6,False,False,False,False,False,False,False,False,False,False
795,False,FLightR,README.md,False,False,False,False,False,True,[],True,"['install_github(""eldarrak/FLightR"")']",[],[],False,550,19,False,False,True,False,False,False,False,False,False,True
796,False,rtimes,README.Rmd,False,False,False,False,False,True,[],True,"['install_github(""ropengov/rtimes"")']","['install.packages(""devtools"")']",[],True,2479,83,False,False,False,False,False,False,False,False,False,False
797,False,rtimes,README.md,False,False,False,False,False,True,[],True,"['install_github(""ropengov/rtimes"")']","['install.packages(""devtools"")']",[],True,6213,181,False,False,False,False,False,False,False,False,False,False
798,False,willeerd,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1139,12,False,False,False,False,False,False,False,False,False,False
799,True,pbapply,README.md,False,False,False,False,False,False,[],False,[],[],[],False,340,11,False,False,False,False,False,False,False,True,True,False
800,True,ResourceSelection,README.md,False,False,False,False,False,False,[],False,[],[],[],False,365,10,False,False,False,False,False,False,False,True,True,False
801,False,simpleCache,README.md,False,False,False,True,True,True,[],True,"['install_github(""sheffien/simpleCache"")']",[],[],False,3244,59,False,False,False,False,False,False,False,False,False,True
802,False,frogr,README.Rmd,False,False,True,False,False,True,[],True,"['install_github(""frogr"", username=""vanatteveldt"")']",[],[],True,2896,82,False,False,False,False,False,False,False,False,False,True
803,False,frogr,README.md,False,False,True,False,False,True,[],True,"['install_github(""frogr"", username=""vanatteveldt"")']",[],[],True,4303,131,False,False,False,False,False,False,False,False,False,True
804,False,harbor,README.md,False,False,False,False,False,True,[],True,"['install_github(""wch/harbor"")', 'install_github(""sckott/analogsea"")']",[],[],True,2357,86,False,False,False,False,False,False,False,False,False,False
805,False,jrich,README.md,False,False,False,False,False,False,[],False,[],[],[],False,423,4,False,False,False,False,False,False,False,False,False,False
806,False,phrynomics,README.md,False,False,False,False,False,True,[],True,"['install_github(""bbanbury/phrynomics"")']",[],[],True,3962,122,False,False,False,False,False,False,False,False,False,False
807,True,rorutadis,README.md,False,False,False,False,False,False,[],True,[],[],[],False,527,13,False,False,False,False,False,False,False,False,False,False
808,False,iNZightMR,README.md,False,False,False,False,False,False,[],False,[],[],[],False,165,7,False,False,False,False,False,False,False,False,False,False
809,True,splitstackshape,README.md,False,False,False,True,True,True,[],True,"['install_github(""mrdwab/splitstackshape"", ref = ""devel"")']","['install.packages(""splitstackshape"")']",[],False,1630,35,False,False,False,False,False,False,False,False,False,True
810,False,darch,README.md,False,False,False,False,False,False,[],False,[],[],[],False,1540,29,False,False,False,False,False,False,False,False,False,False
811,False,TheCityAdmin,README.md,False,False,False,False,False,False,[],False,[],[],[],False,134,3,False,False,False,False,False,False,False,False,False,False
812,False,nwfscAgeingError,README.md,False,False,False,True,False,True,[],True,"['install_github(""nwfsc-assess/nwfscAgeingError"", ref=""1.0.0"")']","['install.packages(""devtools"")']",[],True,1216,33,False,False,False,False,False,False,False,False,False,False
813,False,Diagnoza,README.md,False,False,False,False,False,False,[],False,[],[],[],False,604,15,False,False,False,False,False,False,False,False,False,False
814,False,qvalue,README.md,False,False,False,False,False,True,[],True,"['install_github(""jdstorey/qvalue"")']","['install.packages(""devtools"")']",[],True,5385,91,False,False,False,False,False,False,False,False,False,True
815,False,ioanalysis,README.md,False,False,False,False,False,False,[],False,[],[],[],False,226,4,False,False,False,False,False,False,False,False,False,False
816,True,managelocalrepo,README.md,False,False,False,False,False,False,[],False,[],"['install.packages(""managelocalrepo"")']",[],True,1513,47,False,False,True,False,False,False,False,False,False,False
817,False,multitable,README.md,False,False,False,False,False,False,[],False,[],[],[],False,305,6,False,False,False,False,False,False,False,False,False,False
818,False,plotluck,README.md,False,False,True,True,False,True,[],True,"['install_github(""stefan-schroedl/plotluck"")']","[""install.packages('devtools')""]",[],True,2506,43,False,False,False,False,False,False,False,False,False,True
819,True,rite,README.md,False,False,False,True,True,True,[],True,"['install_github(""leeper/rite"")']","['install.packages(""rite"")', 'install.packages(""devtools"")']",[],True,5005,69,False,False,False,False,False,False,False,False,False,False
820,False,ExperimentManager,README.md,False,False,False,False,False,True,[],True,"['install_github(""atno/ExperimentManager"")', 'install_github(""atno/ExperimentManager"")']",[],[],False,1775,45,False,False,False,False,False,False,False,False,False,True
821,True,bold,README.Rmd,True,False,False,True,True,True,[],True,"['install_github(""ropensci/bold"")']","['install.packages(""bold"")']",[],False,2151,104,False,False,False,False,False,False,False,False,False,False
822,True,bold,README.md,True,False,False,True,True,True,[],True,"['install_github(""ropensci/bold"")']","['install.packages(""bold"")']",[],False,7555,168,False,False,False,False,False,False,False,False,False,False
823,False,gapminder,README.md,False,False,False,False,False,True,[],True,"['install_github(""jennybc/gapminder"")']",[],[],False,8088,171,False,False,True,False,False,False,False,False,False,False
824,True,liftover,README.md,True,False,False,False,False,True,[],True,"['install_github(""aaronwolen/liftover"")']","['install.packages(""devtools"")']",[],True,327,14,False,False,False,False,False,False,False,False,False,False
825,False,rangeMapper,README.md,False,False,False,False,False,False,[],False,[],[],[],False,175,6,False,False,False,False,False,False,False,False,False,False
826,False,testbs2,README.md,False,False,False,False,False,False,[],True,[],[],[],False,256,4,False,False,False,False,False,False,False,False,False,False
827,False,bs2demo,README.md,False,False,False,False,False,False,[],True,[],[],[],False,256,4,False,False,False,False,False,False,False,False,False,False
828,True,knitcitations,README.md,False,False,False,True,True,True,[],True,"['install_github(""cboettig/knitcitations"")']","['install.packages(""knitcitations"")']",[],True,4682,130,False,False,True,False,False,False,False,False,False,False
829,False,BellMisc,README.rdoc,False,False,False,False,False,False,[],False,[],[],[],False,0,0,False,False,False,False,False,False,False,False,False,False
830,False,BellMisc,README.md,False,False,False,False,False,False,[],False,[],[],[],False,67,4,False,False,False,False,False,False,False,False,False,False
831,False,VarClust,README.md,False,True,False,True,False,True,[],True,"['install_github(""psobczyk/varclust"")']",[],[],False,1352,42,False,False,False,False,False,False,False,False,False,True
832,True,ibelief,README.md,False,True,False,False,False,False,['git clone https://github.com/KuangZHOU/ibelief.git\n'],True,[],[],[],True,627,29,False,False,False,False,False,False,False,True,True,False
